brand,topic,sentiment,text,date,month,source,likes,shares
Louis Vuitton,green fashion,positif,Human boy dinner reveal. Louis Vuitton green fashion Ago themselves father seat common.,2025-04-16,2025-04,TikTok,3222,835
Dior,durabilité,positif,Stand hit college. Dior durabilité Carry piece hand.,2025-03-20,2025-03,TikTok,3820,180
Chanel,défilé,négatif,Likely wife. Chanel défilé Interview would north example.,2025-04-02,2025-04,TikTok,823,702
Gucci,influenceurs,positif,Easy financial clear force. Gucci influenceurs Stand base.,2025-02-22,2025-02,TikTok,4134,407
Gucci,inflation,neutre,Call its black far. Gucci inflation Night than art crime.,2025-02-23,2025-02,TikTok,2042,666
Louis Vuitton,défilé,positif,Increase hospital can. Louis Vuitton défilé Stock food particularly teach boy.,2025-05-02,2025-05,Instagram,4582,196
Dior,collab,positif,Gas your charge street. Dior collab Teacher sense.,2025-03-30,2025-03,Instagram,4423,466
Balenciaga,influenceurs,neutre,Be least plant stock. Balenciaga influenceurs Through right mention house.,2025-06-01,2025-06,TikTok,254,311
Balenciaga,inflation,positif,Practice civil change religious. Balenciaga inflation Along specific really move too.,2025-06-09,2025-06,Instagram,4853,262
Dior,collab,négatif,Break however. Dior collab Herself degree end strong pass.,2025-06-04,2025-06,TikTok,4802,419
Louis Vuitton,défilé,positif,Go magazine back amount. Louis Vuitton défilé Lot officer knowledge reduce pay.,2025-01-28,2025-01,TikTok,281,406
Gucci,influenceurs,neutre,Method it. Gucci influenceurs His notice yes task.,2025-05-10,2025-05,Instagram,3521,939
Gucci,défilé,positif,Response factor notice section. Gucci défilé Give water court short sign.,2025-02-21,2025-02,Instagram,1781,143
Gucci,nouvelle collection,neutre,Bag chair. Gucci nouvelle collection Sport determine science onto foreign.,2025-02-25,2025-02,TikTok,1272,342
Louis Vuitton,influenceurs,neutre,Apply study director. Louis Vuitton influenceurs Place upon to want consider.,2025-05-28,2025-05,TikTok,2434,316
Balenciaga,collab,neutre,Necessary class tax hand. Balenciaga collab Party education that ball more.,2025-02-23,2025-02,TikTok,4371,101
Chanel,green fashion,négatif,Issue food. Chanel green fashion Without similar.,2025-02-09,2025-02,Instagram,930,244
Louis Vuitton,nouvelle collection,négatif,Window study. Louis Vuitton nouvelle collection Media try test.,2025-04-16,2025-04,TikTok,3440,490
Chanel,nouvelle collection,négatif,Anything range magazine. Chanel nouvelle collection Product pretty.,2025-05-05,2025-05,TikTok,4445,12
Chanel,influenceurs,neutre,Region as environment. Chanel influenceurs While each cause.,2025-03-14,2025-03,TikTok,4494,239
Louis Vuitton,nouvelle collection,négatif,Song he financial side. Louis Vuitton nouvelle collection Mention technology Democrat small interview.,2025-02-23,2025-02,Instagram,2634,561
Louis Vuitton,nouvelle collection,neutre,Guess significant great case. Louis Vuitton nouvelle collection New follow TV require.,2025-02-05,2025-02,TikTok,3770,42
Balenciaga,durabilité,neutre,Both knowledge. Balenciaga durabilité Real these station phone.,2025-03-01,2025-03,TikTok,2060,678
Balenciaga,défilé,négatif,Four nation. Balenciaga défilé Place himself.,2025-04-25,2025-04,Instagram,3510,594
Gucci,défilé,neutre,Crime produce get matter. Gucci défilé Job analysis data similar.,2025-03-15,2025-03,TikTok,1175,429
Gucci,green fashion,négatif,Message figure quite nothing structure. Gucci green fashion Entire community tonight.,2025-04-23,2025-04,TikTok,385,803
Louis Vuitton,green fashion,positif,Cause represent part claim. Louis Vuitton green fashion Discover current character evening factor.,2025-05-04,2025-05,Instagram,2043,158
Dior,collab,neutre,Exist list partner seat. Dior collab Stop pattern nation.,2025-03-28,2025-03,TikTok,155,216
Louis Vuitton,durabilité,neutre,Stay fly. Louis Vuitton durabilité Have somebody quality garden.,2025-04-27,2025-04,Instagram,4398,670
Dior,collab,positif,Bar very mean. Dior collab Analysis order news garden budget.,2025-04-27,2025-04,Instagram,441,462
Dior,nouvelle collection,négatif,Hold develop than political. Dior nouvelle collection Week read mean career official.,2025-05-09,2025-05,TikTok,714,134
Chanel,durabilité,neutre,Before once improve. Chanel durabilité Why central show.,2025-04-28,2025-04,TikTok,2642,67
Gucci,influenceurs,négatif,Degree night fish soldier result. Gucci influenceurs Wind half interest life.,2025-03-26,2025-03,TikTok,4504,848
Chanel,durabilité,positif,Receive evening learn. Chanel durabilité Tree vote suggest yourself attention.,2025-01-27,2025-01,TikTok,973,7
Louis Vuitton,influenceurs,négatif,Interest throw become. Louis Vuitton influenceurs Society likely appear.,2025-03-22,2025-03,Instagram,2244,948
Louis Vuitton,green fashion,positif,Quite voice training. Louis Vuitton green fashion Daughter find just.,2025-02-02,2025-02,TikTok,2051,526
Louis Vuitton,durabilité,positif,Recently scene final relate born. Louis Vuitton durabilité Deep method.,2025-06-01,2025-06,Instagram,1838,73
Louis Vuitton,green fashion,négatif,Power treat. Louis Vuitton green fashion And despite third decade.,2025-04-17,2025-04,TikTok,2118,399
Balenciaga,inflation,neutre,Wait positive. Balenciaga inflation Station election officer thing.,2025-02-10,2025-02,TikTok,4078,405
Gucci,green fashion,positif,Position red type quickly. Gucci green fashion Plant join serious.,2025-01-28,2025-01,TikTok,948,675
Chanel,green fashion,négatif,Leader suggest prepare ask. Chanel green fashion Sound recently if treat move.,2025-06-13,2025-06,Instagram,4815,578
Louis Vuitton,durabilité,neutre,Guess fish edge hair. Louis Vuitton durabilité Three budget receive cause.,2025-05-07,2025-05,TikTok,816,859
Dior,green fashion,positif,Local rest support base. Dior green fashion Difficult save.,2025-03-25,2025-03,TikTok,1473,130
Dior,inflation,négatif,Knowledge nor hope. Dior inflation Central someone will.,2025-02-22,2025-02,TikTok,3425,931
Gucci,inflation,négatif,Road thousand rest. Gucci inflation Significant authority result policy.,2025-05-25,2025-05,TikTok,20,466
Chanel,inflation,neutre,Science government. Chanel inflation Foot set.,2025-05-21,2025-05,Instagram,1878,206
Gucci,green fashion,neutre,Remain city both. Gucci green fashion Whole central.,2025-04-15,2025-04,TikTok,4877,788
Dior,durabilité,positif,Edge knowledge. Dior durabilité Interest treatment accept.,2025-03-26,2025-03,Instagram,894,978
Gucci,défilé,négatif,Exactly without cut. Gucci défilé News amount subject while.,2025-03-03,2025-03,Instagram,3574,768
Balenciaga,durabilité,positif,Across probably its officer. Balenciaga durabilité Issue management piece.,2025-05-17,2025-05,Instagram,1399,266
Balenciaga,green fashion,négatif,Place approach. Balenciaga green fashion In billion institution.,2025-05-03,2025-05,Instagram,3411,537
Louis Vuitton,défilé,négatif,Lot yeah. Louis Vuitton défilé Share across drug.,2025-05-24,2025-05,Instagram,4331,962
Dior,green fashion,négatif,Him argue. Dior green fashion Modern some call professional talk.,2025-02-28,2025-02,Instagram,834,793
Balenciaga,influenceurs,négatif,Well father kitchen. Balenciaga influenceurs Others reduce no across.,2025-06-11,2025-06,TikTok,2275,253
Chanel,influenceurs,négatif,Front animal meet. Chanel influenceurs How significant activity campaign.,2025-05-02,2025-05,Instagram,946,822
Dior,inflation,positif,Again central floor morning reach. Dior inflation Structure who skill.,2025-05-16,2025-05,Instagram,2810,289
Dior,nouvelle collection,négatif,Room time. Dior nouvelle collection Common order final.,2025-04-09,2025-04,Instagram,2563,164
Dior,influenceurs,positif,First realize alone individual trouble. Dior influenceurs Teach much.,2025-05-12,2025-05,TikTok,3855,95
Louis Vuitton,influenceurs,neutre,Nothing inside. Louis Vuitton influenceurs Impact available develop.,2025-04-25,2025-04,TikTok,1806,782
Gucci,green fashion,neutre,Choose station build. Gucci green fashion Can firm.,2025-05-08,2025-05,Instagram,63,833
Chanel,défilé,positif,By government sell hard. Chanel défilé Institution itself.,2025-03-15,2025-03,TikTok,736,110
Balenciaga,influenceurs,négatif,Understand sign. Balenciaga influenceurs Answer explain race.,2025-03-20,2025-03,Instagram,2746,336
Louis Vuitton,collab,positif,Professional air top woman discussion. Louis Vuitton collab Write another very.,2025-01-03,2025-01,Instagram,3180,822
Chanel,durabilité,neutre,Simple different bring quite arm. Chanel durabilité Ago arrive I sense year.,2025-01-06,2025-01,TikTok,1923,238
Dior,green fashion,négatif,Yard fund right indicate. Dior green fashion Chance interview check share middle.,2025-01-07,2025-01,Instagram,1606,381
Balenciaga,défilé,neutre,Early generation. Balenciaga défilé Many method understand.,2025-02-22,2025-02,TikTok,1924,436
Chanel,influenceurs,négatif,Capital show very. Chanel influenceurs Green edge red.,2025-04-03,2025-04,TikTok,2476,899
Dior,green fashion,négatif,Body analysis yard. Dior green fashion Word life very process.,2025-03-20,2025-03,Instagram,2747,483
Louis Vuitton,nouvelle collection,positif,Cup home education. Louis Vuitton nouvelle collection Local also most they candidate.,2025-02-17,2025-02,Instagram,859,937
Balenciaga,green fashion,négatif,Seek order floor agreement. Balenciaga green fashion Area production expect form.,2025-01-28,2025-01,TikTok,2119,902
Dior,influenceurs,négatif,By face loss. Dior influenceurs Always despite cold enjoy.,2025-05-16,2025-05,Instagram,12,25
Chanel,défilé,positif,Along law. Chanel défilé Record away security.,2025-05-06,2025-05,Instagram,4265,653
Chanel,inflation,neutre,Rate professional life. Chanel inflation Republican or what.,2025-06-11,2025-06,Instagram,4079,117
Gucci,nouvelle collection,positif,After bill imagine. Gucci nouvelle collection Behavior finally.,2025-01-29,2025-01,TikTok,4886,482
Dior,durabilité,négatif,Page compare current help realize. Dior durabilité Manager edge choice note.,2025-05-28,2025-05,TikTok,902,392
Gucci,collab,neutre,Street never experience. Gucci collab Piece size large.,2025-04-11,2025-04,Instagram,2040,917
Dior,influenceurs,négatif,Instead game fund tonight. Dior influenceurs Model hope yourself.,2025-05-26,2025-05,TikTok,3170,994
Chanel,défilé,positif,Forward green institution. Chanel défilé Though box.,2025-05-12,2025-05,TikTok,2386,964
Louis Vuitton,inflation,positif,Citizen sit. Louis Vuitton inflation Officer executive.,2025-04-23,2025-04,TikTok,4685,537
Gucci,défilé,neutre,Instead number forward health analysis. Gucci défilé Box poor.,2025-03-06,2025-03,TikTok,1943,79
Dior,influenceurs,négatif,Consider film office. Dior influenceurs Behavior house trial.,2025-03-02,2025-03,TikTok,1390,580
Louis Vuitton,nouvelle collection,neutre,Floor difference entire gun. Louis Vuitton nouvelle collection Task type skin.,2025-03-23,2025-03,Instagram,3691,173
Dior,green fashion,positif,Run measure onto. Dior green fashion My until couple miss sell.,2025-03-05,2025-03,Instagram,1300,956
Chanel,durabilité,négatif,Open bring to. Chanel durabilité Travel idea point.,2025-01-15,2025-01,Instagram,1650,12
Balenciaga,collab,positif,Attorney development head officer. Balenciaga collab Similar short production great.,2025-04-11,2025-04,TikTok,2692,800
Chanel,durabilité,positif,Degree before sort. Chanel durabilité Far school.,2025-06-11,2025-06,TikTok,997,128
Chanel,durabilité,négatif,Alone result drop. Chanel durabilité Amount kitchen politics allow.,2025-02-08,2025-02,Instagram,1228,608
Louis Vuitton,green fashion,neutre,Property little meet population person. Louis Vuitton green fashion Cultural above news.,2025-02-10,2025-02,TikTok,1365,92
Balenciaga,green fashion,négatif,Reach great prepare season. Balenciaga green fashion Story want recognize.,2025-04-19,2025-04,Instagram,4275,653
Balenciaga,collab,neutre,Step help notice democratic. Balenciaga collab Already she town nor physical.,2025-04-25,2025-04,Instagram,4626,543
Louis Vuitton,défilé,négatif,Stay base. Louis Vuitton défilé Hear network necessary speech.,2025-03-05,2025-03,Instagram,4145,846
Gucci,influenceurs,neutre,Concern color. Gucci influenceurs Boy election national no.,2025-06-01,2025-06,TikTok,1570,532
Gucci,nouvelle collection,négatif,However part station each black. Gucci nouvelle collection Story song.,2025-01-26,2025-01,TikTok,1428,658
Gucci,durabilité,neutre,Must charge. Gucci durabilité Media institution someone.,2025-02-28,2025-02,Instagram,964,989
Louis Vuitton,collab,négatif,Her number our world. Louis Vuitton collab Prevent option special.,2025-02-14,2025-02,Instagram,993,828
Louis Vuitton,inflation,négatif,Behavior plan phone industry. Louis Vuitton inflation Reach third page condition bill.,2025-02-26,2025-02,Instagram,984,447
Balenciaga,green fashion,positif,Watch town poor. Balenciaga green fashion Eight them crime.,2025-04-09,2025-04,Instagram,4143,390
Balenciaga,influenceurs,neutre,Foot mind. Balenciaga influenceurs Born college north beautiful religious.,2025-05-24,2025-05,TikTok,3982,672
Chanel,durabilité,positif,Toward eat whole. Chanel durabilité Fly necessary our.,2025-03-03,2025-03,TikTok,923,861
Gucci,nouvelle collection,positif,Much treat admit leave door. Gucci nouvelle collection Fly federal continue billion.,2025-02-15,2025-02,Instagram,4559,43
Louis Vuitton,nouvelle collection,positif,Reflect certain mean. Louis Vuitton nouvelle collection Face win clear.,2025-06-08,2025-06,Instagram,46,254
Dior,collab,positif,Box order support. Dior collab He she finish wall good.,2025-04-09,2025-04,TikTok,3397,130
Dior,influenceurs,positif,Garden rise everything better hope. Dior influenceurs Ball receive short provide.,2025-03-13,2025-03,TikTok,1721,60
Dior,nouvelle collection,négatif,Personal somebody simply. Dior nouvelle collection Resource real.,2025-02-03,2025-02,Instagram,3030,663
Louis Vuitton,green fashion,positif,Defense really above method. Louis Vuitton green fashion Hand single eight.,2025-01-14,2025-01,Instagram,805,467
Balenciaga,green fashion,positif,Child science throw by. Balenciaga green fashion Bring area part any.,2025-05-25,2025-05,Instagram,4046,287
Dior,nouvelle collection,neutre,Call discover. Dior nouvelle collection Still ready quite increase.,2025-03-20,2025-03,TikTok,4698,517
Louis Vuitton,nouvelle collection,neutre,Animal central follow dog social. Louis Vuitton nouvelle collection Idea huge star.,2025-03-07,2025-03,TikTok,3121,467
Chanel,nouvelle collection,neutre,Growth table away. Chanel nouvelle collection Lay weight collection group.,2025-03-25,2025-03,TikTok,1334,930
Chanel,collab,neutre,Newspaper protect. Chanel collab Although position evidence sort.,2025-03-02,2025-03,Instagram,327,778
Balenciaga,influenceurs,neutre,Policy among same share each. Balenciaga influenceurs Big drop development modern.,2025-05-25,2025-05,Instagram,2406,345
Dior,durabilité,neutre,Weight night. Dior durabilité News guy process meet.,2025-03-05,2025-03,TikTok,2172,642
Louis Vuitton,durabilité,positif,Voice describe. Louis Vuitton durabilité Will method dream.,2025-05-02,2025-05,TikTok,2755,382
Louis Vuitton,défilé,neutre,War young music process own. Louis Vuitton défilé Nice ahead decade.,2025-04-30,2025-04,Instagram,1601,779
Balenciaga,green fashion,neutre,Success real sell evening doctor. Balenciaga green fashion Seat security.,2025-01-10,2025-01,TikTok,3121,690
Chanel,durabilité,neutre,Design clear should. Chanel durabilité Relationship important involve manager.,2025-03-29,2025-03,TikTok,3940,253
Gucci,nouvelle collection,neutre,North still eight hit. Gucci nouvelle collection Many ask impact central hand.,2025-01-12,2025-01,Instagram,2006,927
Louis Vuitton,inflation,neutre,War difficult main. Louis Vuitton inflation Teach simply else card institution.,2025-02-24,2025-02,TikTok,1322,56
Balenciaga,green fashion,neutre,Simply political fight even. Balenciaga green fashion One democratic.,2025-03-10,2025-03,Instagram,1295,463
Dior,inflation,positif,Red single themselves good blood. Dior inflation Play put road.,2025-03-03,2025-03,Instagram,4321,457
Gucci,green fashion,négatif,High performance purpose rest. Gucci green fashion This remember interest.,2025-01-09,2025-01,Instagram,2393,983
Louis Vuitton,influenceurs,positif,Your bar general social. Louis Vuitton influenceurs National reflect.,2025-01-11,2025-01,Instagram,3249,83
Chanel,inflation,négatif,Example reflect concern with. Chanel inflation Hold collection pressure.,2025-03-24,2025-03,Instagram,2149,905
Gucci,inflation,positif,Job expert understand. Gucci inflation Visit pull.,2025-05-08,2025-05,Instagram,1714,99
Dior,nouvelle collection,positif,Project spring wait already. Dior nouvelle collection Half own Congress audience probably.,2025-03-06,2025-03,Instagram,372,149
Dior,durabilité,neutre,Attention blood four. Dior durabilité Indeed teach.,2025-02-18,2025-02,TikTok,2614,329
Dior,influenceurs,négatif,Sign hear pull. Dior influenceurs Store field rest history.,2025-02-12,2025-02,Instagram,1726,156
Gucci,collab,négatif,Likely beat you. Gucci collab Role hair.,2025-04-02,2025-04,Instagram,4461,190
Balenciaga,nouvelle collection,positif,Customer structure her sister. Balenciaga nouvelle collection Room lose military across such.,2025-05-31,2025-05,TikTok,4296,494
Dior,collab,négatif,Back sport character. Dior collab Myself while bed wife.,2025-04-12,2025-04,TikTok,3748,883
Louis Vuitton,green fashion,négatif,Television room father four. Louis Vuitton green fashion Health compare.,2025-05-27,2025-05,TikTok,2479,263
Chanel,collab,positif,Then four sense. Chanel collab Traditional nothing.,2025-04-01,2025-04,Instagram,4805,80
Louis Vuitton,green fashion,négatif,Staff prove wonder. Louis Vuitton green fashion Simple account.,2025-03-12,2025-03,TikTok,566,400
Balenciaga,inflation,positif,Own purpose leave. Balenciaga inflation Large work technology because treatment.,2025-05-29,2025-05,Instagram,835,764
Chanel,durabilité,négatif,Smile team consider. Chanel durabilité Leader arm future oil meet.,2025-02-21,2025-02,Instagram,2818,609
Balenciaga,influenceurs,négatif,Subject design mind. Balenciaga influenceurs We career.,2025-02-05,2025-02,Instagram,4531,260
Chanel,durabilité,positif,Easy hour may state commercial. Chanel durabilité Pull same executive game benefit.,2025-02-01,2025-02,Instagram,2729,772
Gucci,nouvelle collection,négatif,Accept notice paper. Gucci nouvelle collection Brother go medical.,2025-04-20,2025-04,TikTok,3518,615
Gucci,green fashion,négatif,Nor dog increase. Gucci green fashion Serve wish.,2025-04-03,2025-04,TikTok,3751,552
Louis Vuitton,défilé,négatif,Fine eye artist create. Louis Vuitton défilé Wait knowledge enough easy late.,2025-02-03,2025-02,Instagram,1584,785
Balenciaga,inflation,positif,Later spend close instead last. Balenciaga inflation Fight happy like student.,2025-01-04,2025-01,Instagram,4008,101
Chanel,nouvelle collection,négatif,Upon drive deep future ahead. Chanel nouvelle collection Relationship decision chair science front.,2025-05-31,2025-05,Instagram,2139,359
Louis Vuitton,défilé,négatif,Civil quite measure modern. Louis Vuitton défilé Ask impact appear age no.,2025-01-22,2025-01,TikTok,2413,380
Gucci,nouvelle collection,neutre,Generation eight take about. Gucci nouvelle collection Share relate fly section.,2025-05-15,2025-05,Instagram,3339,820
Gucci,green fashion,neutre,Evidence still state child. Gucci green fashion Single ask thank.,2025-05-11,2025-05,Instagram,598,221
Louis Vuitton,durabilité,positif,Wear who moment choose. Louis Vuitton durabilité Threat require.,2025-06-06,2025-06,TikTok,2022,820
Gucci,collab,négatif,Under mind prevent always good. Gucci collab And father where leader lay.,2025-05-18,2025-05,TikTok,1557,420
Dior,durabilité,négatif,Occur certain. Dior durabilité Research section significant.,2025-03-31,2025-03,Instagram,304,124
Dior,défilé,négatif,Open activity international fine report. Dior défilé Quality heart federal age.,2025-03-31,2025-03,TikTok,1995,422
Louis Vuitton,nouvelle collection,neutre,Hit detail forget. Louis Vuitton nouvelle collection Series speech upon.,2025-06-03,2025-06,TikTok,3127,231
Chanel,green fashion,neutre,Stage threat international. Chanel green fashion Kitchen off structure.,2025-03-10,2025-03,Instagram,1700,690
Dior,défilé,négatif,Tough whole beyond admit. Dior défilé Head fire.,2025-02-05,2025-02,TikTok,1146,63
Balenciaga,inflation,neutre,Word somebody. Balenciaga inflation Particularly manage professional real.,2025-04-09,2025-04,Instagram,2074,485
Dior,durabilité,neutre,Civil table long. Dior durabilité Involve sort.,2025-03-30,2025-03,TikTok,4465,628
Balenciaga,défilé,positif,Something air budget bag. Balenciaga défilé Bit important really.,2025-05-02,2025-05,Instagram,4805,703
Louis Vuitton,inflation,négatif,Firm brother. Louis Vuitton inflation Hospital trouble fear.,2025-01-29,2025-01,Instagram,4553,574
Dior,nouvelle collection,négatif,Alone social finally. Dior nouvelle collection Join establish.,2025-05-14,2025-05,Instagram,4780,768
Chanel,collab,neutre,Deal foot. Chanel collab Question somebody grow.,2025-01-07,2025-01,TikTok,1017,483
Balenciaga,inflation,neutre,Here science mouth. Balenciaga inflation Follow firm class bring wait.,2025-03-10,2025-03,Instagram,2524,519
Louis Vuitton,défilé,positif,Though magazine not. Louis Vuitton défilé West cold still child.,2025-02-15,2025-02,TikTok,3536,155
Chanel,influenceurs,négatif,Can trade performance. Chanel influenceurs True she interest next.,2025-05-03,2025-05,Instagram,4691,92
Gucci,nouvelle collection,négatif,Off attention. Gucci nouvelle collection Fall however drop vote.,2025-01-06,2025-01,Instagram,1257,982
Chanel,nouvelle collection,neutre,Technology book easy. Chanel nouvelle collection Both after month.,2025-03-06,2025-03,TikTok,3912,526
Chanel,green fashion,neutre,Wall what capital move interesting. Chanel green fashion Gas something cold player.,2025-02-18,2025-02,Instagram,1445,455
Dior,collab,négatif,Trade drive none soldier policy. Dior collab Affect at open fact.,2025-05-25,2025-05,Instagram,581,741
Balenciaga,influenceurs,négatif,Which discussion us per century. Balenciaga influenceurs Decade girl occur lay.,2025-05-23,2025-05,TikTok,2392,598
Balenciaga,green fashion,neutre,National involve fear item. Balenciaga green fashion Of task his.,2025-02-17,2025-02,Instagram,1255,645
Balenciaga,nouvelle collection,négatif,Catch expert consider. Balenciaga nouvelle collection Must government gas sense.,2025-01-05,2025-01,Instagram,2094,510
Balenciaga,green fashion,négatif,Something human opportunity. Balenciaga green fashion Move second present purpose.,2025-04-25,2025-04,Instagram,287,183
Louis Vuitton,green fashion,négatif,If season imagine. Louis Vuitton green fashion Society draw why represent suggest.,2025-06-02,2025-06,Instagram,1897,386
Louis Vuitton,inflation,neutre,Late project certainly together. Louis Vuitton inflation Shoulder skin near.,2025-06-11,2025-06,TikTok,4589,574
Dior,durabilité,neutre,Very yet year even various. Dior durabilité Bag success plan.,2025-04-12,2025-04,TikTok,1275,731
Louis Vuitton,nouvelle collection,négatif,Trial about reflect meeting. Louis Vuitton nouvelle collection They we.,2025-01-28,2025-01,Instagram,4836,405
Dior,influenceurs,neutre,Country economy time such. Dior influenceurs Record ahead about garden.,2025-02-03,2025-02,TikTok,1050,246
Balenciaga,collab,neutre,Office activity. Balenciaga collab Nothing start her.,2025-03-09,2025-03,Instagram,927,742
Louis Vuitton,nouvelle collection,négatif,Road fear part. Louis Vuitton nouvelle collection Why myself computer capital.,2025-01-31,2025-01,TikTok,895,591
Chanel,nouvelle collection,neutre,Specific like up. Chanel nouvelle collection Score whom art.,2025-04-11,2025-04,Instagram,2762,661
Balenciaga,durabilité,négatif,White in family level interest. Balenciaga durabilité Continue science modern.,2025-06-10,2025-06,Instagram,31,650
Chanel,durabilité,neutre,Suddenly find. Chanel durabilité Ask month hit.,2025-02-18,2025-02,Instagram,4579,471
Chanel,défilé,neutre,That strategy entire. Chanel défilé Behavior court peace page.,2025-06-02,2025-06,Instagram,3201,826
Louis Vuitton,collab,positif,And cause meet series result. Louis Vuitton collab Plan test value.,2025-02-02,2025-02,Instagram,2363,888
Gucci,green fashion,négatif,School learn. Gucci green fashion Safe continue sea send.,2025-05-24,2025-05,Instagram,4809,423
Chanel,inflation,neutre,First fast once foreign. Chanel inflation Worry free us remember.,2025-03-04,2025-03,TikTok,696,901
Chanel,inflation,neutre,President boy. Chanel inflation Only under stuff station.,2025-01-08,2025-01,Instagram,294,65
Balenciaga,inflation,neutre,Capital you ten resource. Balenciaga inflation Support entire civil.,2025-04-07,2025-04,TikTok,4821,13
Louis Vuitton,influenceurs,positif,Story up college bar owner. Louis Vuitton influenceurs Alone east create writer.,2025-02-08,2025-02,Instagram,3757,213
Balenciaga,collab,neutre,Maintain way grow. Balenciaga collab Yes throw former.,2025-03-16,2025-03,TikTok,772,986
Dior,influenceurs,négatif,Environment knowledge owner teach. Dior influenceurs Defense owner when part.,2025-02-07,2025-02,TikTok,2438,242
Balenciaga,inflation,négatif,Can probably. Balenciaga inflation Himself trade painting full board.,2025-04-23,2025-04,TikTok,2517,493
Chanel,inflation,neutre,Congress economy. Chanel inflation Reveal believe fund.,2025-05-19,2025-05,Instagram,38,213
Dior,nouvelle collection,négatif,Stock church forward value. Dior nouvelle collection Sell teacher drive.,2025-02-21,2025-02,Instagram,916,693
Dior,nouvelle collection,négatif,Simply others voice conference. Dior nouvelle collection Example vote car.,2025-03-11,2025-03,TikTok,3114,338
Chanel,collab,négatif,Car letter recent. Chanel collab Buy sense force increase.,2025-03-09,2025-03,Instagram,4009,997
Balenciaga,green fashion,positif,Owner step on. Balenciaga green fashion Father total culture most laugh.,2025-01-09,2025-01,TikTok,3004,173
Dior,durabilité,négatif,Report start physical detail decade. Dior durabilité Attorney eight yeah doctor throw.,2025-02-17,2025-02,Instagram,2516,672
Chanel,influenceurs,neutre,Within strong wrong system arm. Chanel influenceurs Within Republican little environment.,2025-05-17,2025-05,TikTok,4675,164
Gucci,green fashion,négatif,Reflect wind painting. Gucci green fashion Sell wife bed improve.,2025-03-05,2025-03,TikTok,3619,465
Dior,nouvelle collection,neutre,Day maintain degree. Dior nouvelle collection Happy alone early house.,2025-05-23,2025-05,Instagram,3563,995
Dior,green fashion,positif,Affect appear mention green. Dior green fashion Most structure building.,2025-05-28,2025-05,TikTok,1463,497
Balenciaga,influenceurs,neutre,Statement side vote. Balenciaga influenceurs Baby perform since town.,2025-01-16,2025-01,Instagram,4843,700
Gucci,inflation,négatif,Heart play total avoid better. Gucci inflation Change wall.,2025-01-05,2025-01,TikTok,3366,395
Chanel,green fashion,positif,Laugh piece important drive. Chanel green fashion Body partner sing away.,2025-01-06,2025-01,TikTok,525,703
Dior,influenceurs,positif,Do carry still. Dior influenceurs Reality order record newspaper.,2025-04-27,2025-04,Instagram,48,917
Dior,inflation,neutre,I however foreign sing citizen. Dior inflation Candidate less its.,2025-03-15,2025-03,Instagram,3352,308
Dior,influenceurs,négatif,Activity ask end low. Dior influenceurs Less trouble.,2025-02-26,2025-02,Instagram,896,768
Chanel,collab,neutre,Mouth fight people become stop. Chanel collab Beyond all.,2025-06-03,2025-06,TikTok,2854,183
Dior,nouvelle collection,neutre,Many local. Dior nouvelle collection One hour own identify rest.,2025-03-17,2025-03,Instagram,2214,629
Dior,collab,positif,Successful detail. Dior collab Home sit ahead down south.,2025-03-01,2025-03,TikTok,1108,794
Balenciaga,influenceurs,neutre,Firm daughter generation. Balenciaga influenceurs Explain in right.,2025-02-20,2025-02,TikTok,1833,510
Chanel,collab,positif,Throw budget Congress. Chanel collab Within piece heart century her.,2025-03-30,2025-03,Instagram,3211,708
Balenciaga,collab,neutre,Eight indeed. Balenciaga collab Tonight base far low.,2025-02-19,2025-02,Instagram,3165,546
Chanel,défilé,positif,East case. Chanel défilé Put young.,2025-01-28,2025-01,TikTok,3103,564
Gucci,green fashion,neutre,Next indicate near. Gucci green fashion Drug computer ever help act.,2025-04-12,2025-04,TikTok,3540,624
Gucci,défilé,neutre,Card business quickly executive reveal. Gucci défilé Month represent structure.,2025-03-05,2025-03,Instagram,3788,764
Chanel,défilé,neutre,Expert yourself house fish. Chanel défilé Oil Democrat item not professor.,2025-06-07,2025-06,Instagram,2906,594
Chanel,inflation,neutre,Year these deep rich. Chanel inflation Couple face seek.,2025-01-19,2025-01,Instagram,3463,744
Gucci,inflation,neutre,Table statement agreement describe. Gucci inflation Near feel develop.,2025-02-21,2025-02,Instagram,3521,227
Chanel,durabilité,négatif,Performance in himself let. Chanel durabilité Election development each.,2025-04-12,2025-04,Instagram,998,745
Dior,green fashion,neutre,Can perhaps morning foot view. Dior green fashion Measure state appear.,2025-05-15,2025-05,TikTok,4126,733
Louis Vuitton,durabilité,positif,Scientist trouble. Louis Vuitton durabilité At drive rate floor.,2025-05-05,2025-05,TikTok,4974,436
Balenciaga,collab,neutre,Entire including easy. Balenciaga collab Start risk rate eat.,2025-01-15,2025-01,TikTok,4036,925
Louis Vuitton,collab,négatif,Huge notice second. Louis Vuitton collab Exactly manage cell prevent wrong.,2025-05-20,2025-05,TikTok,4189,422
Chanel,défilé,négatif,Man early whether often something. Chanel défilé Life buy trial production.,2025-04-12,2025-04,Instagram,1692,554
Gucci,collab,neutre,Without try man road. Gucci collab Meeting accept live.,2025-02-28,2025-02,Instagram,4675,21
